"ANO_ELEICAO","DESCRICAO_UE","SIGLA_PARTIDO","NOME_PARTIDO","CODIGO_SEXO","DESC_SIT_TOT_TURNO","QTDE_VOTOS"
"2018","ACRE","AVANTE","AVANTE","2","NÃO ELEITO","1215"
"2018","MINAS GERAIS","AVANTE","AVANTE","2","NÃO ELEITO","18330"
"2018","SÃO PAULO","DC","DEMOCRACIA CRISTÃ","2","NÃO ELEITO","747462"
"2018","PIAUÍ","DC","DEMOCRACIA CRISTÃ","2","NÃO ELEITO","1405"
"2018","PARÁ","DEM","DEMOCRATAS","2","2º TURNO","1156680"
"2018","RIO DE JANEIRO","DEM","DEMOCRATAS","2","2º TURNO","1494831"
"2018","RIO DE JANEIRO","DEM","DEMOCRATAS","2","NÃO ELEITO","3134400"
"2018","DISTRITO FEDERAL","DEM","DEMOCRATAS","2","NÃO ELEITO","88840"
"2018","PARÁ","DEM","DEMOCRATAS","2","NÃO ELEITO","1663045"
"2018","GOIÁS","DEM","DEMOCRATAS","2","ELEITO","1773185"
"2018","MATO GROSSO","DEM","DEMOCRATAS","2","ELEITO","840094"
"2018","BAHIA","DEM","DEMOCRATAS","2","NÃO ELEITO","1502266"
"2018","SERGIPE","DEM","DEMOCRATAS","2","NÃO ELEITO","12280"
"2018","AMAPÁ","DEM","DEMOCRATAS","2","NÃO ELEITO","94278"
"2018","PARANÁ","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","2","NÃO ELEITO","705976"
"2018","SANTA CATARINA","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","2","NÃO ELEITO","836844"
"2018","MINAS GERAIS","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","2","NÃO ELEITO","268683"
"2018","RONDÔNIA","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","2","NÃO ELEITO","173690"
"2018","BAHIA","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","2","NÃO ELEITO","33266"
"2018","PARÁ","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","2","ELEITO","2068319"
"2018","DISTRITO FEDERAL","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","2","ELEITO","1042574"
"2018","DISTRITO FEDERAL","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","2","2º TURNO","634008"
"2018","PARÁ","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","2","2º TURNO","1825708"
"2018","ALAGOAS","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","2","ELEITO","1001053"
"2018","MATO GROSSO DO SUL","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","2","NÃO ELEITO","150115"
"2018","RIO GRANDE DO SUL","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","2","NÃO ELEITO","2705601"
"2018","MARANHÃO","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","4","NÃO ELEITO","947237"
"2018","RIO GRANDE DO SUL","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","2","2º TURNO","1857335"
"2018","PARAÍBA","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","2","NÃO ELEITO","335604"
"2018","SÃO PAULO","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","2","NÃO ELEITO","4269865"
"2018","GOIÁS","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO","2","NÃO ELEITO","479180"
"2018","SÃO PAULO","NOVO","PARTIDO NOVO","2","NÃO ELEITO","673102"
"2018","RIO GRANDE DO SUL","NOVO","PARTIDO NOVO","2","NÃO ELEITO","200877"
"2018","MINAS GERAIS","NOVO","PARTIDO NOVO","2","2º TURNO","4138967"
"2018","RIO DE JANEIRO","NOVO","PARTIDO NOVO","2","NÃO ELEITO","86820"
"2018","DISTRITO FEDERAL","NOVO","PARTIDO NOVO","2","NÃO ELEITO","63261"
"2018","MINAS GERAIS","NOVO","PARTIDO NOVO","2","ELEITO","6963806"
"2018","SANTA CATARINA","PATRI","PATRIOTA","2","NÃO ELEITO","13472"
"2018","AMAZONAS","PC do B","PARTIDO COMUNISTA DO BRASIL","4","NÃO ELEITO","26403"
"2018","MARANHÃO","PC do B","PARTIDO COMUNISTA DO BRASIL","2","ELEITO","1867412"
"2018","GOIÁS","PCB","PARTIDO COMUNISTA BRASILEIRO","2","NÃO ELEITO","6534"
"2018","RIO DE JANEIRO","PCO","PARTIDO DA CAUSA OPERÁRIA","2","NÃO ELEITO","2863"
"2018","DISTRITO FEDERAL","PCO","PARTIDO DA CAUSA OPERÁRIA","2","NÃO ELEITO","729"
"2018","GOIÁS","PCO","PARTIDO DA CAUSA OPERÁRIA","4","NÃO ELEITO","4500"
"2018",,"PCO","PARTIDO DA CAUSA OPERÁRIA",,,"12998"
"2018","MINAS GERAIS","PCO","PARTIDO DA CAUSA OPERÁRIA","2","NÃO ELEITO","4088"
"2018","PIAUÍ","PCO","PARTIDO DA CAUSA OPERÁRIA","4","NÃO ELEITO","777"
"2018","PARANÁ","PCO","PARTIDO DA CAUSA OPERÁRIA","4","NÃO ELEITO","4103"
