"ANO_ELEICAO","DESCRICAO_UE","SIGLA_PARTIDO","NOME_PARTIDO","CODIGO_SEXO","DESC_SIT_TOT_TURNO","QTDE_VOTOS"
"2012","SANTO ANTÔNIO DA ALEGRIA","DEM","DEMOCRATAS","2","NÃO ELEITO","35"
"2012","BARBOSA","DEM","DEMOCRATAS","2","NÃO ELEITO","1351"
"2012","CAMPO LARGO","DEM","DEMOCRATAS","2","NÃO ELEITO","17497"
"2012","LOURDES","DEM","DEMOCRATAS","2","NÃO ELEITO","709"
"2012","ITAOCA","DEM","DEMOCRATAS","2","NÃO ELEITO","1168"
"2012","RIO SONO","DEM","DEMOCRATAS","4","NÃO ELEITO","970"
"2012","OURÉM","DEM","DEMOCRATAS","2","ELEITO","6264"
"2012","GUARACI","DEM","DEMOCRATAS","2","NÃO ELEITO","3484"
"2012","BOM JESUS DO GALHO","DEM","DEMOCRATAS","2","ELEITO","5039"
"2012","PIEDADE DE CARATINGA","DEM","DEMOCRATAS","2","ELEITO","2894"
"2012","CASTILHO","DEM","DEMOCRATAS","4","NÃO ELEITO","4420"
"2012","ARUJÁ","DEM","DEMOCRATAS","2","NÃO ELEITO","13354"
"2012","PACARAIMA","DEM","DEMOCRATAS","4","NÃO ELEITO","1961"
"2012","TABATINGA","DEM","DEMOCRATAS","2","NÃO ELEITO","5184"
"2012","ANHUMAS","DEM","DEMOCRATAS","2","NÃO ELEITO","798"
"2012","ERERÊ","DEM","DEMOCRATAS","2","NÃO ELEITO","1669"
"2012","JAÇANÃ","DEM","DEMOCRATAS","2","ELEITO","3185"
"2012","NEVES PAULISTA","DEM","DEMOCRATAS","2","ELEITO","3094"
"2012","PEDRA BELA","DEM","DEMOCRATAS","2","ELEITO","1738"
"2012","BERTÓPOLIS","DEM","DEMOCRATAS","2","ELEITO","1802"
"2012","NOSSA SENHORA DAS GRAÇAS","DEM","DEMOCRATAS","2","ELEITO","1530"
"2012","MONGAGUÁ","DEM","DEMOCRATAS","2","NÃO ELEITO","12039"
"2012","PATU","DEM","DEMOCRATAS","4","NÃO ELEITO","3454"
"2012","RITÁPOLIS","DEM","DEMOCRATAS","2","NÃO ELEITO","986"
"2012","JÚLIO MESQUITA","DEM","DEMOCRATAS","2","ELEITO","2043"
"2012","ICÓ","DEM","DEMOCRATAS","2","ELEITO","19170"
"2012","SERRA AZUL DE MINAS","DEM","DEMOCRATAS","2","NÃO ELEITO","1093"
"2012","BARRA DO CHAPÉU","DEM","DEMOCRATAS","4","NÃO ELEITO","1570"
"2012","LUMINÁRIAS","DEM","DEMOCRATAS","2","NÃO ELEITO","1129"
"2012","ITAPEMA","DEM","DEMOCRATAS","2","NÃO ELEITO","4474"
"2012","ELISEU MARTINS","DEM","DEMOCRATAS","2","ELEITO","1814"
"2012","GROSSOS","DEM","DEMOCRATAS","2","NÃO ELEITO","983"
"2012","ITANHOMI","DEM","DEMOCRATAS","2","NÃO ELEITO","1997"
"2012","TEREZÓPOLIS DE GOIÁS","DEM","DEMOCRATAS","2","NÃO ELEITO","198"
"2012","PETROLÂNDIA","DEM","DEMOCRATAS","2","ELEITO","2345"
"2012","PIRAPOZINHO","DEM","DEMOCRATAS","2","ELEITO","8008"
"2012","TIROS","DEM","DEMOCRATAS","2","NÃO ELEITO","1581"
"2012","RIACHO DA CRUZ","DEM","DEMOCRATAS","4","ELEITO","1391"
"2012","GALINHOS","DEM","DEMOCRATAS","4","NÃO ELEITO","845"
"2012","GOVERNADOR CELSO RAMOS","DEM","DEMOCRATAS","2","ELEITO","5617"
"2012","TOMBOS","DEM","DEMOCRATAS","2","ELEITO","3491"
"2012","CURVELO","DEM","DEMOCRATAS","2","ELEITO","30827"
"2012","PIRACANJUBA","DEM","DEMOCRATAS","2","NÃO ELEITO","1043"
"2012","SANDOVALINA","DEM","DEMOCRATAS","2","NÃO ELEITO","1316"
"2012","CANITAR","DEM","DEMOCRATAS","2","NÃO ELEITO","1224"
"2012","PAU DOS FERROS","DEM","DEMOCRATAS","2","ELEITO","9257"
"2012","ARACAJU","DEM","DEMOCRATAS","2","ELEITO","159668"
"2012","ILHA DE ITAMARACÁ","DEM","DEMOCRATAS","2","NÃO ELEITO","144"
"2012","SALMOURÃO","DEM","DEMOCRATAS","2","NÃO ELEITO","1530"
"2012","RIVERSUL","DEM","DEMOCRATAS","2","ELEITO","1774"
"2012","FORTALEZA","DEM","DEMOCRATAS","2","NÃO ELEITO","172002"
"2012","GABRIEL MONTEIRO","DEM","DEMOCRATAS","2","NÃO ELEITO","1143"
"2012","MOEDA","DEM","DEMOCRATAS","2","ELEITO","2561"
"2012","ASPÁSIA","DEM","DEMOCRATAS","2","ELEITO","934"
"2012","ESTIVA GERBI","DEM","DEMOCRATAS","2","ELEITO","3840"
"2012","SEBASTIANÓPOLIS DO SUL","DEM","DEMOCRATAS","2","NÃO ELEITO","1292"
"2012","PEDERNEIRAS","DEM","DEMOCRATAS","2","NÃO ELEITO","2115"
"2012","ITAJOBI","DEM","DEMOCRATAS","4","NÃO ELEITO","4665"
"2012","MAIRINQUE","DEM","DEMOCRATAS","4","NÃO ELEITO","5701"
"2012","PARARI","DEM","DEMOCRATAS","4","NÃO ELEITO","739"
"2012","JOÃO CÂMARA","DEM","DEMOCRATAS","2","ELEITO","9211"
"2012","CARNAUBAIS","DEM","DEMOCRATAS","2","NÃO ELEITO","3480"
"2012","ITUMIRIM","DEM","DEMOCRATAS","2","NÃO ELEITO","1178"
"2012","SÃO JOSÉ DO MANTIMENTO","DEM","DEMOCRATAS","2","NÃO ELEITO","913"
"2012","SÃO SEBASTIÃO DA BELA VISTA","DEM","DEMOCRATAS","2","NÃO ELEITO","1694"
"2012","NÍSIA FLORESTA","DEM","DEMOCRATAS","4","ELEITO","8244"
"2012","TERRA ROXA","DEM","DEMOCRATAS","2","NÃO ELEITO","4668"
"2012","VOTORANTIM","DEM","DEMOCRATAS","2","NÃO ELEITO","18479"
"2012","JALES","DEM","DEMOCRATAS","2","NÃO ELEITO","12613"
"2012","BARUERI","DEM","DEMOCRATAS","2","ELEITO","91329"
"2012","CHALÉ","DEM","DEMOCRATAS","2","ELEITO","2380"
"2012","BOM JARDIM DE MINAS","DEM","DEMOCRATAS","4","NÃO ELEITO","2103"
"2012","JAPARATINGA","DEM","DEMOCRATAS","2","NÃO ELEITO","215"
"2012","IBATÉ","DEM","DEMOCRATAS","2","NÃO ELEITO","1527"
"2012","PRESIDENTE EPITÁCIO","DEM","DEMOCRATAS","2","NÃO ELEITO","899"
"2012","CAPOEIRAS","DEM","DEMOCRATAS","2","NÃO ELEITO","633"
"2012","CHAVANTES","DEM","DEMOCRATAS","2","ELEITO","2946"
"2012","CÓRREGO DO BOM JESUS","DEM","DEMOCRATAS","2","ELEITO","1584"
"2012","FREI PAULO","DEM","DEMOCRATAS","2","ELEITO","5330"
"2012","IPUEIRA","DEM","DEMOCRATAS","2","ELEITO","1085"
"2012","BELO JARDIM","DEM","DEMOCRATAS","4","NÃO ELEITO","10340"
"2012","MIRANDÓPOLIS","DEM","DEMOCRATAS","2","NÃO ELEITO","5483"
"2012","ITAJÁ","DEM","DEMOCRATAS","2","NÃO ELEITO","2907"
"2012","BODOCÓ","DEM","DEMOCRATAS","2","NÃO ELEITO","9543"
"2012","LUIS CORREIA","DEM","DEMOCRATAS","2","NÃO ELEITO","169"
"2012","LAGOA DE VELHOS","DEM","DEMOCRATAS","2","ELEITO","1570"
"2012","ATÍLIO VIVÁCQUA","DEM","DEMOCRATAS","2","ELEITO","3740"
"2012","CONCEIÇÃO DO RIO VERDE","DEM","DEMOCRATAS","2","NÃO ELEITO","1646"
"2012","PANCAS","DEM","DEMOCRATAS","2","NÃO ELEITO","1948"
"2012","SANTA GERTRUDES","DEM","DEMOCRATAS","2","NÃO ELEITO","3714"
"2012","POSSE","DEM","DEMOCRATAS","2","NÃO ELEITO","8164"
"2012","SIRIRI","DEM","DEMOCRATAS","2","ELEITO","2001"
"2012","LAGAMAR","DEM","DEMOCRATAS","2","NÃO ELEITO","2678"
"2012","SÃO FÉLIX DO XINGU","DEM","DEMOCRATAS","2","NÃO ELEITO","5075"
"2012","GUARULHOS","DEM","DEMOCRATAS","2","NÃO ELEITO","28235"
"2012","RIO DE JANEIRO","DEM","DEMOCRATAS","2","NÃO ELEITO","95328"
"2012","SÃO JOSÉ DO CERRITO","DEM","DEMOCRATAS","2","ELEITO","2757"
"2012","ITARARÉ","DEM","DEMOCRATAS","2","NÃO ELEITO","9169"
"2012","ARRAIAL DO CABO","DEM","DEMOCRATAS","2","NÃO ELEITO","539"
"2012","VERDEJANTE","DEM","DEMOCRATAS","2","NÃO ELEITO","2969"
"2012","ITAÚ","DEM","DEMOCRATAS","2","ELEITO","2485"
"2012","MATEIROS","DEM","DEMOCRATAS","2","NÃO ELEITO","597"
"2012","SANTA LUZIA","DEM","DEMOCRATAS","2","ELEITO","5037"
"2012","ACARAPE","DEM","DEMOCRATAS","2","NÃO ELEITO","2738"
"2012","PEQUI","DEM","DEMOCRATAS","2","ELEITO","1986"
"2012","ITAIPÉ","DEM","DEMOCRATAS","2","NÃO ELEITO","1024"
"2012","LARANJAL PAULISTA","DEM","DEMOCRATAS","2","NÃO ELEITO","6140"
"2012","MURICI","DEM","DEMOCRATAS","4","NÃO ELEITO","17"
