"ANO_ELEICAO","DESCRICAO_UE","SIGLA_PARTIDO","NOME_PARTIDO","CODIGO_SEXO","DESC_SIT_TOT_TURNO","QTDE_VOTOS"
"2014","BAHIA","DEM","DEMOCRATAS","2","NÃO ELEITO","2440409"
"2014","ACRE","DEM","DEMOCRATAS","2","NÃO ELEITO","76218"
"2014","MARANHÃO","PC do B","PARTIDO COMUNISTA DO BRASIL","2","ELEITO","1877064"
"2014","AMAZONAS","PCB","PARTIDO COMUNISTA BRASILEIRO","2","NÃO ELEITO","4196"
"2014","SANTA CATARINA","PCB","PARTIDO COMUNISTA BRASILEIRO","4","NÃO ELEITO","3927"
"2014","ESPÍRITO SANTO","PCB","PARTIDO COMUNISTA BRASILEIRO","2","NÃO ELEITO","2126"
"2014","MINAS GERAIS","PCB","PARTIDO COMUNISTA BRASILEIRO","2","NÃO ELEITO","26023"
"2014","SÃO PAULO","PCB","PARTIDO COMUNISTA BRASILEIRO","2","NÃO ELEITO","12958"
"2014","RIO GRANDE DO SUL","PCB","PARTIDO COMUNISTA BRASILEIRO","2","NÃO ELEITO","2253"
"2014","MARANHÃO","PCB","PARTIDO COMUNISTA BRASILEIRO","2","NÃO ELEITO","3574"
"2014","RIO DE JANEIRO","PCB","PARTIDO COMUNISTA BRASILEIRO","2","NÃO ELEITO","8950"
"2014","AMAPÁ","PCB","PARTIDO COMUNISTA BRASILEIRO","2","NÃO ELEITO","455"
"2014","GOIÁS","PCB","PARTIDO COMUNISTA BRASILEIRO","4","NÃO ELEITO","5786"
"2014","ALAGOAS","PCB","PARTIDO COMUNISTA BRASILEIRO","2","NÃO ELEITO","3950"
"2014","PERNAMBUCO","PCB","PARTIDO COMUNISTA BRASILEIRO","2","NÃO ELEITO","2892"
"2014","PARÁ","PCB","PARTIDO COMUNISTA BRASILEIRO","2","NÃO ELEITO","1061"
"2014","TOCANTINS","PCB","PARTIDO COMUNISTA BRASILEIRO","2","NÃO ELEITO","1873"
"2014","MINAS GERAIS","PCO","PARTIDO DA CAUSA OPERÁRIA","4","NÃO ELEITO","7590"
