"ANO_ELEICAO","DESCRICAO_UE","SIGLA_PARTIDO","NOME_PARTIDO","CODIGO_SEXO","DESC_SIT_TOT_TURNO","QTDE_VOTOS"
"2014","GOIÁS","DEM","DEMOCRATAS","2","ELEITO","1283665"
"2014","ALAGOAS","DEM","DEMOCRATAS","2","NÃO ELEITO","137237"
"2014","SERGIPE","DEM","DEMOCRATAS","4","ELEITO","448102"
"2014","RIO DE JANEIRO","DEM","DEMOCRATAS","2","NÃO ELEITO","1514727"
"2014","AMAPÁ","DEM","DEMOCRATAS","2","ELEITO","131695"
"2014","ACRE","PC do B","PARTIDO COMUNISTA DO BRASIL","4","NÃO ELEITO","136706"
"2014","PARANÁ","PC do B","PARTIDO COMUNISTA DO BRASIL","2","NÃO ELEITO","666438"
"2014","SÃO PAULO","PCB","PARTIDO COMUNISTA BRASILEIRO","2","NÃO ELEITO","12102"
"2014","RIO DE JANEIRO","PCB","PARTIDO COMUNISTA BRASILEIRO","2","NÃO ELEITO","39201"
"2014","SERGIPE","PCB","PARTIDO COMUNISTA BRASILEIRO","2","NÃO ELEITO","16669"
"2014","MINAS GERAIS","PCB","PARTIDO COMUNISTA BRASILEIRO","2","NÃO ELEITO","20183"
"2014","MARANHÃO","PCB","PARTIDO COMUNISTA BRASILEIRO","2","NÃO ELEITO","6382"
"2014","GOIÁS","PCB","PARTIDO COMUNISTA BRASILEIRO","2","NÃO ELEITO","4810"
"2014","TOCANTINS","PCB","PARTIDO COMUNISTA BRASILEIRO","4","NÃO ELEITO","4655"
"2014","PARÁ","PCB","PARTIDO COMUNISTA BRASILEIRO","2","NÃO ELEITO","679"
"2014","DISTRITO FEDERAL","PCB","PARTIDO COMUNISTA BRASILEIRO","2","NÃO ELEITO","1028"
"2014","PERNAMBUCO","PCB","PARTIDO COMUNISTA BRASILEIRO","2","NÃO ELEITO","2370"
"2014","MINAS GERAIS","PCO","PARTIDO DA CAUSA OPERÁRIA","4","NÃO ELEITO","7389"
"2014","SÃO PAULO","PCO","PARTIDO DA CAUSA OPERÁRIA","2","NÃO ELEITO","12869"
"2014","DISTRITO FEDERAL","PCO","PARTIDO DA CAUSA OPERÁRIA","2","NÃO ELEITO","1172"
"2014","RIO GRANDE DO SUL","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA","2","ELEITO","2145479"
"2014","RORAIMA","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA","2","ELEITO","96888"
