"ANO_ELEICAO","DESCRICAO_UE","SIGLA_PARTIDO","NOME_PARTIDO","CODIGO_SEXO","DESC_SIT_TOT_TURNO","QTDE_VOTOS"
"2010","MATO GROSSO","DEM","DEMOCRATAS","2","NÃO ELEITO","101766"
"2010","GOIÁS","DEM","DEMOCRATAS","2","ELEITO","2158812"
"2010","DISTRITO FEDERAL","DEM","DEMOCRATAS","2","NÃO ELEITO","511517"
"2010","RIO DE JANEIRO","DEM","DEMOCRATAS","2","NÃO ELEITO","1627050"
"2010","MATO GROSSO DO SUL","DEM","DEMOCRATAS","2","NÃO ELEITO","512119"
"2010","BAHIA","DEM","DEMOCRATAS","2","NÃO ELEITO","951199"
"2010","PARAÍBA","DEM","DEMOCRATAS","2","NÃO ELEITO","692451"
"2010","SERGIPE","DEM","DEMOCRATAS","2","NÃO ELEITO","260158"
"2010","BAHIA","DEM","DEMOCRATAS","2","NÃO ELEITO","1092850"
"2010","PERNAMBUCO","DEM","DEMOCRATAS","2","NÃO ELEITO","934720"
"2010","PIAUÍ","DEM","DEMOCRATAS","2","NÃO ELEITO","424350"
"2010","RIO GRANDE DO NORTE","DEM","DEMOCRATAS","2","ELEITO","958891"
"2010","MINAS GERAIS","PC do B","PARTIDO COMUNISTA DO BRASIL","2","NÃO ELEITO","1486787"
"2010","RIO GRANDE DO NORTE","PC do B","PARTIDO COMUNISTA DO BRASIL","2","NÃO ELEITO","25783"
"2010","RIO GRANDE DO SUL","PC do B","PARTIDO COMUNISTA DO BRASIL","4","NÃO ELEITO","1551151"
"2010","SANTA CATARINA","PC do B","PARTIDO COMUNISTA DO BRASIL","2","NÃO ELEITO","563173"
"2010","ACRE","PC do B","PARTIDO COMUNISTA DO BRASIL","2","NÃO ELEITO","123806"
"2010","SÃO PAULO","PC do B","PARTIDO COMUNISTA DO BRASIL","2","NÃO ELEITO","7773327"
"2010","ALAGOAS","PC do B","PARTIDO COMUNISTA DO BRASIL","2","NÃO ELEITO","138710"
"2010","AMAZONAS","PC do B","PARTIDO COMUNISTA DO BRASIL","4","ELEITO","672920"
"2010","MARANHÃO","PC do B","PARTIDO COMUNISTA DO BRASIL","2","NÃO ELEITO","226059"
"2010","GOIÁS","PCB","PARTIDO COMUNISTA BRASILEIRO","2","NÃO ELEITO","5129"
"2010","SERGIPE","PCB","PARTIDO COMUNISTA BRASILEIRO","2","REGISTRO NEGADO ANTES DA ELEIÇÃO","1588"
"2010","PARANÁ","PCB","PARTIDO COMUNISTA BRASILEIRO","2","NÃO ELEITO","3973"
"2010","CEARÁ","PCB","PARTIDO COMUNISTA BRASILEIRO","2","REGISTRO NEGADO ANTES DA ELEIÇÃO","12879"
"2010","MARANHÃO","PCB","PARTIDO COMUNISTA BRASILEIRO","2","NÃO ELEITO","18654"
"2010","SÃO PAULO","PCB","PARTIDO COMUNISTA BRASILEIRO","2","REGISTRO NEGADO ANTES DA ELEIÇÃO","17562"
"2010","SÃO PAULO","PCB","PARTIDO COMUNISTA BRASILEIRO","2","REGISTRO NEGADO ANTES DA ELEIÇÃO","24221"
"2010","SERGIPE","PCB","PARTIDO COMUNISTA BRASILEIRO","2","NÃO ELEITO","7394"
"2010","PARAÍBA","PCB","PARTIDO COMUNISTA BRASILEIRO","2","NÃO ELEITO","58460"
"2010","DISTRITO FEDERAL","PCB","PARTIDO COMUNISTA BRASILEIRO","4","REGISTRO NEGADO ANTES DA ELEIÇÃO","1822"
"2010","ALAGOAS","PCB","PARTIDO COMUNISTA BRASILEIRO","2","REGISTRO NEGADO ANTES DA ELEIÇÃO","6861"
"2010","MINAS GERAIS","PCB","PARTIDO COMUNISTA BRASILEIRO","2","NÃO ELEITO","21432"
"2010","PERNAMBUCO","PCB","PARTIDO COMUNISTA BRASILEIRO","2","NÃO ELEITO","4010"
"2010","CEARÁ","PCB","PARTIDO COMUNISTA BRASILEIRO","2","NÃO ELEITO","2880"
"2010","RIO DE JANEIRO","PCB","PARTIDO COMUNISTA BRASILEIRO","2","NÃO ELEITO","24695"
"2010","AMAZONAS","PCB","PARTIDO COMUNISTA BRASILEIRO","2","REGISTRO NEGADO ANTES DA ELEIÇÃO","3961"
